Nombre,Descripcion,Vendedor,Imagenes
Tote Bag,"Tote bags y bolsos versátiles para las compras y el día a día. Desde modelos simples hasta versiones más elaboradas, siempre funcionales, reutilizables y con la identidad circular de la marca. Uso telas planas resistentes. Son bolsos medianos a grandes, con asas largas. En Hilaría Circular utilizo principalmente técnicas de costura tradicional y reciclaje textil, combinando confección manual con adaptaciones creativas que me permiten aprovechar al máximo cada retazo. Trabajo con ensambles, uniones de parches, refuerzos y detalles decorativos que realzan la singularidad de cada pieza. Mi emprendimiento se basa en el reciclaje de materiales textiles. Reutilizo ropa en desuso, telas de tapicería y residuos de la industria textil que recibo a través del programa Costured de la Municipalidad de Godoy Cruz. De esta manera, cada bolso y accesorio no solo tiene un diseño único, sino que también contribuye a reducir el impacto ambiental de la moda.",Aivi Sissa,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/Imagen-de-WhatsApp-2025-09-15-a-las-08.59.51_2176f091-Aivi-Sissa.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/1000048679-Aivi-Sissa.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/1000048703-Aivi-Sissa.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/1000051416-Aivi-Sissa.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/1000051417-Aivi-Sissa.jpg
Neceser,"Este organizador está realizado en EcoCuero y revestido en Silver de poliéster, además cuenta con cierre y as, mide 14cm de alto, 28cm de largo y 12cm de ancho. Cada neceser tiene una combinación única de colores. Para fabricar el neceser, cortamos las telas a medida utilizando los diferentes moldes previamente diseñados, luego con la máquina de coser recta industrial unimos cada parte.",Manuel Aguilera,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/Neceser-2-Manuel-Aguilera.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/Neceser-1-Manuel-Aguilera.jpg
Bolso Dama,"El bolso es el ideal acompañante en todo momento, el mismo es realizado en EcoCuero y revestido en tela de poliéster, mide 40cm de ancho y 35cm de alto. Cada bolso tiene una combinación única de colores. Para fabricar cada bolso, cortamos la tela a medida utilizando los diferentes moldes previamente diseñados, luego con la máquina de coser recta industrial unimos cada parte. Y por último, utilizamos herramientas de mano como la “sacabocado” y “abrochadora” para añadir los detalles que hacen que este producto resalte aún más.",Manuel Aguilera,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/bolso-2-Manuel-Aguilera.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/bolso-1-Manuel-Aguilera.jpg
Bolso Matero,"Es un bolso diseñado y fabricado a medida para transportar el equipo de mate. El mismo es realizado en EcoCuero, esta revestido en Silver de poliéster para mejorar su terminación y en su interior lleva un aislamiento térmico que permite conservar por mas tiempo su temperatura interna, además cuenta con cierre y asas para llevarla en mano o tipo mochila. Para fabricar el mismo, cortamos las diferentes telas a medida utilizando los diferentes moldes previamente diseñados, luego con la máquina de coser recta industrial unimos cada parte. Y por último, utilizamos herramientas de mano como la “sacabocado” y “abrochadora” para añadir los detalles que hacen que este producto resalte aún más.",Manuel Aguilera,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/bolso-matero-1-Manuel-Aguilera.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/bolos-matero-2-Manuel-Aguilera.jpg
Ramos de Flores Artesanales,,Mirian claudia Corvalan,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250904-WA0152-Mirian-claudia-Corvalan-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250901_202852-Mirian-claudia-Corvalan-scaled.jpg
Marco Decorado para Fotos,,Mirian claudia Corvalan,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/d3301d3979991601c9691a9ff91e6b6c-Mirian-claudia-Corvalan.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250807_200529-Mirian-claudia-Corvalan.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250807_200555-Mirian-claudia-Corvalan.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250807_200623-Mirian-claudia-Corvalan.jpg
Piñatas de Papel,,Mirian claudia Corvalan,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/1ee1b618aef9e4b3690498b3173a09c5-Mirian-claudia-Corvalan.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250829_155619-Mirian-claudia-Corvalan-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/dd8e87bbd3faa364b716871d42a365e6-Mirian-claudia-Corvalan.jpg
Mates,"En nuestro taller cada mate cobra vida con un proceso 100% artesanal: 1️⃣ Modelado en arcilla local. 2️⃣ Decorado con engobes 🎨. 3️⃣ Esmaltado para brillo y resistencia. 4️⃣ Cocción en horno a leña , con esmalte en horno eléctrico 🔥. Cada pieza es única e irrepetible, pensada para compartir el ritual del mate con identidad y tradición 🍃☕🏺.",dario salinas,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250908_123403-dario-salinas-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20240726_105410_558-dario-salinas.jpg
Chaleco Colorido para Mascotas,"Sweater recuperado y reciclado, talle XL, largo 54, contorno 58 cm Info acerca de las Técnicas que se utilizan♥: 1. Patchwork / Retazos Unir distintos retazos de telas en composiciones creativas, muy usado para lograr diseños únicos y coloridos. 2. Upcycling / Transformación de prendas Tomar una prenda antigua (ej. bata, camisa, pantalón) y transformarla en un producto nuevo (vestiditos, poleras para mascotas, accesorios. 3. Aplicaciones y parches decorativos Usar trozos pequeños de tela para crear formas (corazones, huellitas, flores) que se cosen como decoración. 4. Forrería / Revestimiento Aprovechar telas en desuso para forrar productos (collares, bolsitas, empaques).",Analia Occhiuto,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250821-WA0042-Analia-Occhiuto.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250821-WA00462-Analia-Occhiuto.jpg
Vestidos para Mascotas,"El proceso consiste en seleccionar y limpiar las telas, luego nuestras costureras, las transforman con dedicación en abrigos para mascotas, agregando detalles decorativos hechos a mano. Talles L, ( largo 43 cm, contorno 53 cm )",Analia Occhiuto,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250905_123732048_HDR-Analia-Occhiuto-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250905_121855053_HDR-Analia-Occhiuto-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250905_122153786_HDR-Analia-Occhiuto-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20250905_123515205_HDR-Analia-Occhiuto-scaled.jpg
Piezas de Yeso Decorativas,"El yeso proviene de la evaporación de aguas superficiales ricas en sulfatos y cloruros, como mares y lagos, que al secarse depositaron el mineral. Utilizo piezas de yeso, agua, pastina ( para darle color) , moldes Mezclo el agua con el yeso Incorporo en el molde de silicona Dejo secar 20 minutos Desmoldo con cuidado que no se rompa Dejo secar una semana sobre una superficie absorbente Le agrego sellador Le agrego laca para que tenga terminación brillante No apto para lugares húmedos ni colocar agua en su interior",Rocio Martinez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575994685011000294867494767333-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575988286903467198070334991155-Rocio-Martinez-1-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575994942688853119960785110344-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575995319912641000672019334501-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575995558678135360928885780461-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250903-WA0058-Rocio-Martinez-scaled.jpg
Velas de Soja,"Velas de soja en portavela Los materiales que uso son cera de soja, pabilo, porta pabilo, silicona Derrito la cera de soja le pongo escencia cuando está más fría la cera -corto el pabilo y lo coloco en porta pabilo – lo pego con silicona al porta vela de yeso y vierto la vela derretida Velas decorativas Utilizo cera de soja, pabilo y moldes de silicona – Les hago una perforación al molde y paso el pabilo por esa misma – Derrito la cera de soja – vierto la cera en los moldes – dejo secar – desmoldo Cuidado de no poner bajo el sol",Rocio Martinez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575987330126497054386390265464-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575985936584604083224308607539-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575986932345626077721231215168-Rocio-Martinez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/17575988286903467198070334991155-Rocio-Martinez-scaled.jpg
Caja Sensorial con Juguetes en 3D,"La Caja Sensorial es un producto innovador y exclusivo en el mercado, especialmente diseñado para promover el bienestar, la estimulación sensorial y la autorregulación emocional en distintos contextos. Se presenta como una propuesta integral que combina materiales propios de diseño y fabricación en 3D junto con elementos sensoriales cuidadosamente seleccionados, reunidos en un kit completo . El objetivo principal de la Caja Sensorial es ofrecer un recurso lúdico y terapéutico que permita: Favorecer la exploración sensorial a través de la vista, el tacto y el oído. Estimular la creatividad, la motricidad fina y gruesa mediante diferentes texturas y movimientos. Promover la calma, la concentración y la relajación en momentos de estrés, ansiedad o crisis. Acompañar procesos de desarrollo en personas con discapacidad y en niños, jóvenes y adultos en general. Dentro de cada caja se incluyen: Materiales fabricados en impresora 3D: mallas antiestrés, orugas flexibles, wackis , resortes ,spinners, animalitos articualdos. Masas sensoriales: con texturas suaves y maleables que invitan al juego, fortalecen la motricidad fina y promueven la creatividad, a la vez que generan un efecto relajante. Botellas sensoriales: elaboradas en envases plásticos resistentes, con líquidos y elementos atractivos que producen un efecto visual y auditivo de calma y concentración. Squishy: materiales blandos y elásticos que brindan una experiencia de suavidad y relajación, ideales para complementar la estimulación táctil. La combinación de estos elementos convierte a la Caja Sensorial en un recurso integral, innovador y versátil, que conjuga lo educativo, lo terapéutico y lo lúdico. Su diseño permite que sea utilizada en el hogar, en espacios educativos y en ámbitos terapéuticos, siendo una herramienta de gran valor para el desarrollo de habilidades cognitivas, sensoriales, motrices y emocionales, al mismo tiempo que ofrece un espacio único de juego creativo, tranquilidad y bienestar.",AGOSTINA CICCIOLI,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250819-WA0017-AGOSTINA-CICCIOLI.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250909-WA0107-AGOSTINA-CICCIOLI.jpg
Juguetes Sensoriales en Impresión 3D,"Los animalitos y materiales 3D son productos diseñados y fabricados con impresora 3D en plástico resistente y seguro, especialmente creados para favorecer la estimulación sensorial, cognitiva y motriz. Dentro de esta línea se encuentran: mallas antiestrés, orugas flexibles, wackis , resortes spinner y animalitos articulados. Cada pieza atraviesa un proceso que comienza con el diseño digital, continúa con la impresión capa por capa y finaliza con una etapa de limpieza, lijado y control de calidad, lo que garantiza terminaciones suaves y seguras para el uso cotidiano. Gracias a sus movimientos, texturas y formas, estos materiales permiten trabajar la motricidad fina, la coordinación y la creatividad, al mismo tiempo que se convierten en recursos eficaces para la autorregulación y el movimiento en momentos de crisis. Son herramientas versátiles, útiles en espacios educativos, terapéuticos y recreativos, pensadas para personas con discapacidad y para niños y adultos en general",AGOSTINA CICCIOLI,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250903-WA0214-AGOSTINA-CICCIOLI.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250819-WA0022-AGOSTINA-CICCIOLI.jpg
Amigurumi,Titere realizado en lana casmilon,Valeria marcela irrutia,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20240717-WA0048-Valeria-marcela-irrutia.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20240717-WA0049-Valeria-marcela-irrutia.jpg
Camino de Mesa,"✨ Camino de Mesa en Macramé – Hecho a Mano con Amor ✨ Agrega un toque único y artesanal a tu hogar con este hermoso camino de mesa en macramé, tejido a mano con hilo 100% algodón en color natural. Su diseño combina patrones geométricos y texturas que realzan cualquier espacio, desde el comedor hasta una consola o mesa de centro. 📏 Medidas: 1 metro de largo x 40 cm de ancho 🎨 Color: Natural (crudo / beige claro) 🧶 Material: Hilo de algodón de alta calidad 👐 Hecho a mano – Cada pieza es única Ideal para decoraciones de estilo boho, nórdico, rústico o minimalista. Los flecos en los extremos le dan ese acabado bohemio que enamora. Perfecto para regalar o dar ese detalle especial a tu casa.",Valeria marcela irrutia,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250607_222435-Valeria-marcela-irrutia-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20240612_130138-Valeria-marcela-irrutia-scaled.jpg
Almohadones Decorativos,"Almohadones Decorativos, diferentes colores y telas muy resistentes. Muy bien rellenos con vellon y copos. Hacemos almohadones decorativos personalizados.",Daniela Santander,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250807-WA0094-Daniela-Santander.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG-20250807-WA0095-Daniela-Santander.jpg
Bruma Relajante para Almohadas,,Marcela Gomez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/Post-Instagram-Frases-Minimalista-Beige_20250515_222208_0000-Marcela-Gomez.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250807_142450-Marcela-Gomez-scaled.jpg
Aromatinzantes para Autos y Placares,"Esencia, fijador de aromas. Se llenan los envases con la esencia mezclada con el fijador, se tapa el difusor y queda listo para su uso",Marcela Gomez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250811_145628-Marcela-Gomez-scaled.jpg
Aromatizante para Tela y Ambientes,"Alcohol para fragancias, esencia pura. Se pricede a realizar la maceración de 5 días y fraccionamiento, etiqueta y rotulo",Marcela Gomez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250807_142450-Marcela-Gomez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250807_142520-Marcela-Gomez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/20250811_145628-Marcela-Gomez-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/Post-Instagram-Frases-Minimalista-Beige_20250515_222208_0000-Marcela-Gomez.png
Velas Aromáticas,Velas de cera de soja perfumadas con fragancias no agresivas. Cruelty free. Apto vegano Los envases son cuencos de madera y envases de vidrio. Los contenidos de las velas son variados desde 50 g hasta 300 g. Los bombones perfumados son de 8g. ♥,Latires,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20241206_120650-Latires.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20241220_141531-Latires-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20241220_141701-Latires-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.23.14-Latires.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.23.15-Latires.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.45.55-1-Latires.jpeg
Individuales para la Mesa,"Kit Compartir: Lona (app 1,30×1,80 m) y Tote Bag (0,36×0,33 m). Confeccionada artesanalmente Mantas 100% algodón 2mx1,45 m app Fundas bidón confeccionada en tela de algodón 0,40×0,28 m Camino de mesa 100% algodón 0,35x2m app",Latires,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-09-04-at-13.00.54-Latires.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20241220_135704-Latires-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-04-24-at-11.27.48-Latires.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-06-at-10.59.13-Latires.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-09-04-at-12.59.42-Latires.jpeg
Perfumes para Ambientes,"Aromas en formato Home Sprays, Difusores de ambiente, de auto o de placard. Son elaborados artesanalmente. Presentación vidrio. Se ofrece servicio de refill. Home Sprays 225 ml y 110 ml. Difusores de ambiente 90 y 145 ml Difusor auto 5,8 y 10 ml Las fragancias son Cruelty free. Apto vegano",Latires,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-02-27-at-11.26.57-1-Latires.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/IMG_20241223_143108-Latires-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.32.09-Latires-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.32.11-2-Latires-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-08-13-at-15.51.10-1-Latires-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/WhatsApp-Image-2025-09-03-at-11.38.16-Latires.jpeg
Confección de Cortinas,,Lorena Deolinda Lucero,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/33326c57-0657-4143-a11f-ff38bd85eb6e-Lorena-Deolinda-Lucero.jpg
Sábanas Bordadas,,Lorena Deolinda Lucero,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/f0818b1f-9738-41cd-a0d0-4ad918b52b67-Lorena-Deolinda-Lucero.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/6dce1588-8147-42d0-b7dd-aa10d000031d-Lorena-Deolinda-Lucero.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/7d7729c2-cb89-4f15-8daa-80231e825590-Lorena-Deolinda-Lucero.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/09/7467c329-e215-43d8-87da-8b3f5373fad6-Lorena-Deolinda-Lucero-1.jpg
